jira_key,schedule_key,project_key,summary,status,rollup_mode,rollup_key,rollup_name,row_role,fix_version,drives_schedule,primary_schedule_key,resource_group,key_prefix,total_story_points,completed_story_points,logged_hours,completed_logged_hours,hours_accuracy_percent,percent_complete,in_planning,completed,target_start,target_end,predecessors,successors,dependency_review
DATA-3005,DATA-3005,DATA,Scale Rows - Data Platform - Retention model update wave 06,In Progress,initiative,INIT-1500,Forecasting Program,Scheduled,,Yes,DATA-3005,Data Engineering,DATA,19.0,11.0,13.0,8.0,9.1,58,No,No,2026-07-27,2026-08-24,,,
DATA-3008,DATA-3008,DATA,Client Walkthrough - Warehouse migration circular dependency A,In Progress,initiative,INIT-1500,Forecasting Program,Scheduled,,Yes,DATA-3008,Data Engineering,DATA,20.0,10.0,20.5,9.0,11.2,50,No,No,2026-08-17,2026-10-05,,,
DATA-3011,DATA-3011,DATA,Scale Rows - Data Platform - Forecast data mart wave 12,In Progress,initiative,INIT-1500,Forecasting Program,Scheduled,,Yes,DATA-3011,Data Engineering,DATA,19.0,3.0,14.5,5.5,22.9,16,No,No,2026-09-07,2026-10-12,,,
DATA-3014,DATA-3014,DATA,Scale Rows - Data Platform - Quality rule expansion wave 15,In Progress,initiative,INIT-1500,Forecasting Program,Scheduled,,Yes,DATA-3014,Data Engineering,DATA,22.0,11.0,21.0,10.0,11.4,50,No,No,2026-09-28,2026-11-23,,,
DATA-3017,DATA-3017,DATA,Scale Rows - Data Platform - Pipeline observability wave 18,In Progress,initiative,INIT-1500,Forecasting Program,Scheduled,,Yes,DATA-3017,Data Engineering,DATA,19.0,2.0,13.0,0.0,0.0,11,No,No,2026-04-27,2026-06-08,,,
DATA-3020,DATA-3020,DATA,Scale Rows - Data Platform - Streaming ingestion wave 21,In Progress,initiative,INIT-1500,Forecasting Program,Scheduled,,Yes,DATA-3020,Data Engineering,DATA,27.0,11.0,15.0,2.0,2.3,41,No,No,2026-05-18,2026-06-15,,,
DATA-3023,DATA-3023,DATA,Scale Rows - Data Platform - Analytics contract cleanup wave 24,In Progress,initiative,INIT-1500,Forecasting Program,Scheduled,,Yes,DATA-3023,Data Engineering,DATA,19.0,10.0,14.5,3.0,3.8,53,No,No,2026-06-08,2026-07-27,,,
DATA-3026,DATA-3026,DATA,Scale Rows - Data Platform - Metrics certification wave 27,In Progress,initiative,INIT-1500,Forecasting Program,Scheduled,,Yes,DATA-3026,Data Engineering,DATA,24.0,7.0,21.0,4.0,7.1,29,No,No,2026-06-29,2026-08-03,,,
DATA-3029,DATA-3029,DATA,Scale Rows - Data Platform - Retention model update wave 30,In Progress,initiative,INIT-1500,Forecasting Program,Scheduled,,Yes,DATA-3029,Data Engineering,DATA,19.0,6.0,13.0,5.0,10.4,32,No,No,2026-07-20,2026-09-14,,,
DATA-3032,DATA-3032,DATA,Scale Rows - Data Platform - Warehouse model refresh wave 33,In Progress,initiative,INIT-1500,Forecasting Program,Scheduled,,Yes,DATA-3032,Data Engineering,DATA,20.0,10.0,15.0,5.0,6.2,50,No,No,2026-08-10,2026-09-21,,,
CORE-1001,CORE-1001,CORE,Client Walkthrough - Login service progress example,In Progress,initiative,INIT-200,Revenue And Billing Modernization,Scheduled,,Yes,CORE-1001,Core Product Engineering,CORE,27.0,3.0,24.0,4.5,18.8,11,No,No,2026-02-09,2026-03-16,,,
CORE-1005,CORE-1005,CORE,Client Walkthrough - Payment cutover downstream dependency,In Progress,initiative,INIT-200,Revenue And Billing Modernization,Scheduled,,Yes,CORE-1005,Core Product Engineering,CORE,32.0,15.0,26.5,9.5,7.9,47,No,No,2026-03-09,2026-04-06,CORE-1004,,
CORE-1009,CORE-1009,CORE,Scale Rows - Core Product - Entitlement cleanup wave 10,To Do,initiative,INIT-200,Revenue And Billing Modernization,Scheduled,,Yes,CORE-1009,Core Product Engineering,CORE,27.0,11.0,18.5,7.5,8.5,41,No,No,2026-04-06,2026-06-01,,,
CORE-1013,CORE-1013,CORE,Scale Rows - Core Product - API gateway refresh wave 14,In Progress,initiative,INIT-200,Revenue And Billing Modernization,Scheduled,,Yes,CORE-1013,Core Product Engineering,CORE,24.0,11.0,23.5,10.0,11.4,46,No,No,2026-05-04,2026-06-22,,,
CORE-1017,CORE-1017,CORE,Scale Rows - Core Product - Entitlement cleanup wave 18,In Progress,initiative,INIT-200,Revenue And Billing Modernization,Scheduled,,Yes,CORE-1017,Core Product Engineering,CORE,27.0,6.0,21.0,7.0,14.6,22,No,No,2026-06-01,2026-07-13,,,
CORE-1021,CORE-1021,CORE,Scale Rows - Core Product - API gateway refresh wave 22,To Do,initiative,INIT-200,Revenue And Billing Modernization,Scheduled,,Yes,CORE-1021,Core Product Engineering,CORE,24.0,6.0,19.5,3.0,6.2,25,No,No,2026-06-29,2026-08-03,,,
CORE-1025,CORE-1025,CORE,Scale Rows - Core Product - Entitlement cleanup wave 26,In Progress,initiative,INIT-200,Revenue And Billing Modernization,Scheduled,,Yes,CORE-1025,Core Product Engineering,CORE,27.0,10.0,23.5,6.5,8.1,37,No,No,2026-07-27,2026-08-24,,,
CORE-1029,CORE-1029,CORE,Scale Rows - Core Product - API gateway refresh wave 30,In Progress,initiative,INIT-200,Revenue And Billing Modernization,Scheduled,,Yes,CORE-1029,Core Product Engineering,CORE,20.0,4.0,21.0,10.0,31.2,20,No,No,2026-03-02,2026-04-27,,,
CORE-1033,CORE-1033,CORE,Scale Rows - Core Product - Entitlement cleanup wave 34,To Do,initiative,INIT-200,Revenue And Billing Modernization,Scheduled,,Yes,CORE-1033,Core Product Engineering,CORE,27.0,11.0,19.5,10.0,11.4,41,No,No,2026-03-30,2026-05-18,,,
CORE-1037,CORE-1037,CORE,Scale Rows - Core Product - API gateway refresh wave 38,In Progress,initiative,INIT-200,Revenue And Billing Modernization,Scheduled,,Yes,CORE-1037,Core Product Engineering,CORE,20.0,6.0,23.5,7.0,14.6,30,No,No,2026-04-27,2026-06-08,,,
CORE-1041,CORE-1041,CORE,Scale Rows - Core Product - Entitlement cleanup wave 42,In Progress,initiative,INIT-200,Revenue And Billing Modernization,Scheduled,,Yes,CORE-1041,Core Product Engineering,CORE,27.0,6.0,15.5,3.0,6.2,22,No,No,2026-05-25,2026-06-29,,,
CORE-1045,CORE-1045,CORE,Scale Rows - Core Product - API gateway refresh wave 46,To Do,initiative,INIT-200,Revenue And Billing Modernization,Scheduled,,Yes,CORE-1045,Core Product Engineering,CORE,20.0,10.0,19.5,6.5,8.1,50,No,No,2026-06-22,2026-07-20,,,
CORE-1049,CORE-1049,CORE,Client Walkthrough - Marketplace experiment missing rollup example,In Progress,initiative,INIT-200,Revenue And Billing Modernization,Scheduled,,Yes,CORE-1049,Core Product Engineering,CORE,24.0,4.0,24.0,10.0,31.2,17,No,No,2026-07-20,2026-09-14,,,
DATA-3000,DATA-3000,DATA,Scale Rows - Data Platform - Warehouse model refresh wave 01,To Do,initiative,INIT-300,Data Foundations,Scheduled,,Yes,DATA-3000,Data Engineering,DATA,24.0,11.0,12.5,2.0,2.3,46,No,No,2026-06-22,2026-07-20,,,
DATA-3003,DATA-3003,DATA,Scale Rows - Data Platform - Forecast data mart wave 04,To Do,initiative,INIT-300,Data Foundations,Scheduled,,Yes,DATA-3003,Data Engineering,DATA,19.0,10.0,13.5,3.0,3.8,53,No,No,2026-07-13,2026-08-31,,,
DATA-3006,DATA-3006,DATA,Scale Rows - Data Platform - Quality rule expansion wave 07,To Do,initiative,INIT-300,Data Foundations,Scheduled,,Yes,DATA-3006,Data Engineering,DATA,22.0,7.0,18.5,4.0,7.1,32,No,No,2026-08-03,2026-09-07,,,
DATA-3009,DATA-3009,DATA,Client Walkthrough - Warehouse migration circular dependency B,To Do,initiative,INIT-300,Data Foundations,Scheduled,,Yes,DATA-3009,Data Engineering,DATA,19.0,6.0,12.0,5.0,10.4,32,No,No,2026-08-24,2026-10-19,,,
DATA-3012,DATA-3012,DATA,Scale Rows - Data Platform - Streaming ingestion wave 13,To Do,initiative,INIT-300,Data Foundations,Scheduled,,Yes,DATA-3012,Data Engineering,DATA,27.0,10.0,12.5,5.0,6.2,37,No,No,2026-09-14,2026-10-26,,,
DATA-3015,DATA-3015,DATA,Scale Rows - Data Platform - Analytics contract cleanup wave 16,To Do,initiative,INIT-300,Data Foundations,Scheduled,,Yes,DATA-3015,Data Engineering,DATA,19.0,5.0,13.5,4.0,10.0,26,No,No,2026-10-05,2026-11-02,,,
DATA-3018,DATA-3018,DATA,Scale Rows - Data Platform - Metrics certification wave 19,To Do,initiative,INIT-300,Data Foundations,Scheduled,,Yes,DATA-3018,Data Engineering,DATA,24.0,6.0,18.5,7.0,14.6,25,No,No,2026-05-04,2026-06-22,,,
DATA-3021,DATA-3021,DATA,Scale Rows - Data Platform - Retention model update wave 22,To Do,initiative,INIT-300,Data Foundations,Scheduled,,Yes,DATA-3021,Data Engineering,DATA,19.0,7.0,15.0,4.5,8.0,37,No,No,2026-05-25,2026-06-29,,,
DATA-3024,DATA-3024,DATA,Scale Rows - Data Platform - Warehouse model refresh wave 25,To Do,initiative,INIT-300,Data Foundations,Scheduled,,Yes,DATA-3024,Data Engineering,DATA,20.0,6.0,12.5,5.5,11.5,30,No,No,2026-06-15,2026-08-10,,,
DATA-3027,DATA-3027,DATA,Scale Rows - Data Platform - Forecast data mart wave 28,To Do,initiative,INIT-300,Data Foundations,Scheduled,,Yes,DATA-3027,Data Engineering,DATA,19.0,4.0,13.5,6.5,20.3,21,No,No,2026-07-06,2026-08-17,,,
DATA-3030,DATA-3030,DATA,Scale Rows - Data Platform - Quality rule expansion wave 31,To Do,initiative,INIT-300,Data Foundations,Scheduled,,Yes,DATA-3030,Data Engineering,DATA,22.0,7.0,19.5,6.5,11.6,32,No,No,2026-07-27,2026-08-24,,,
DATA-3033,DATA-3033,DATA,Scale Rows - Data Platform - Pipeline observability wave 34,To Do,initiative,INIT-300,Data Foundations,Scheduled,,Yes,DATA-3033,Data Engineering,DATA,19.0,6.0,15.0,7.5,15.6,32,No,No,2026-08-17,2026-10-05,,,
WEB-2000,WEB-2000,WEB,Scale Rows - Web Experience - Search results tuning wave 01,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2000,Web Experience,WEB,21.0,7.0,15.5,6.0,10.7,33,No,No,2026-07-27,2026-08-24,,,
WEB-2003,WEB-2003,WEB,Scale Rows - Web Experience - Accessibility remediation wave 04,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2003,Web Experience,WEB,20.0,4.0,16.0,4.0,12.5,20,No,No,2026-08-17,2026-10-05,,,
WEB-2006,WEB-2006,WEB,Scale Rows - Web Experience - Localization pass wave 07,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2006,Web Experience,WEB,27.0,10.0,16.5,2.0,2.5,37,No,No,2026-03-16,2026-04-20,,,
WEB-2009,WEB-2009,WEB,Scale Rows - Web Experience - Checkout web flow wave 10,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2009,Web Experience,WEB,24.0,6.0,23.5,6.5,13.5,25,No,No,2026-04-06,2026-06-01,,,
WEB-2012,WEB-2012,WEB,Scale Rows - Web Experience - Content publishing wave 13,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2012,Web Experience,WEB,19.0,11.0,19.0,10.0,11.4,58,No,No,2026-04-27,2026-06-08,,,
WEB-2015,WEB-2015,WEB,Scale Rows - Web Experience - Experiment cleanup wave 16,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2015,Web Experience,WEB,19.0,7.0,14.0,8.0,14.3,37,No,No,2026-05-18,2026-06-15,,,
WEB-2018,WEB-2018,WEB,Scale Rows - Web Experience - Homepage personalization wave 19,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2018,Web Experience,WEB,19.0,4.0,15.5,6.0,18.8,21,No,No,2026-06-08,2026-07-27,,,
WEB-2021,WEB-2021,WEB,Scale Rows - Web Experience - Navigation refresh wave 22,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2021,Web Experience,WEB,24.0,11.0,16.5,5.5,6.2,46,No,No,2026-06-29,2026-08-03,,,
WEB-2024,WEB-2024,WEB,Scale Rows - Web Experience - Search results tuning wave 25,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2024,Web Experience,WEB,22.0,7.0,23.5,10.0,17.9,32,No,No,2026-07-20,2026-09-14,,,
WEB-2027,WEB-2027,WEB,Scale Rows - Web Experience - Accessibility remediation wave 28,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2027,Web Experience,WEB,21.0,4.0,17.5,8.0,25.0,19,No,No,2026-08-10,2026-09-21,,,
WEB-2030,WEB-2030,WEB,Scale Rows - Web Experience - Localization pass wave 31,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2030,Web Experience,WEB,19.0,8.0,14.0,1.5,2.3,42,No,No,2026-08-31,2026-09-28,,,
WEB-2033,WEB-2033,WEB,Scale Rows - Web Experience - Checkout web flow wave 34,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2033,Web Experience,WEB,19.0,5.0,15.5,0.5,1.2,26,No,No,2026-09-21,2026-11-09,,,
WEB-2036,WEB-2036,WEB,Scale Rows - Web Experience - Content publishing wave 37,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2036,Web Experience,WEB,19.0,3.0,17.0,6.0,25.0,16,No,No,2026-04-20,2026-05-25,,,
WEB-2039,WEB-2039,WEB,Scale Rows - Web Experience - Experiment cleanup wave 40,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2039,Web Experience,WEB,19.0,2.0,12.0,5.0,31.2,11,No,No,2026-05-11,2026-07-06,,,
WEB-2042,WEB-2042,WEB,Scale Rows - Web Experience - Homepage personalization wave 43,To Do,initiative,INIT-500,Web Experience Refresh,Scheduled,,Yes,WEB-2042,Web Experience,WEB,20.0,6.0,17.5,5.0,10.4,30,No,No,2026-06-01,2026-07-13,,,
DATA-3001,DATA-3001,DATA,Scale Rows - Data Platform - Pipeline observability wave 02,In Progress,initiative,INIT-600,Program Reporting,Scheduled,,Yes,DATA-3001,Data Engineering,DATA,19.0,7.0,14.0,4.5,8.0,37,No,No,2026-06-29,2026-08-03,,,
DATA-3004,DATA-3004,DATA,Scale Rows - Data Platform - Streaming ingestion wave 05,In Progress,initiative,INIT-600,Program Reporting,Scheduled,,Yes,DATA-3004,Data Engineering,DATA,27.0,6.0,16.5,5.5,11.5,22,No,No,2026-07-20,2026-09-14,,,
DATA-3007,DATA-3007,DATA,Scale Rows - Data Platform - Analytics contract cleanup wave 08,In Progress,initiative,INIT-600,Program Reporting,Scheduled,,Yes,DATA-3007,Data Engineering,DATA,19.0,4.0,19.0,6.5,20.3,21,No,No,2026-08-10,2026-09-21,,,
DATA-3010,DATA-3010,DATA,Scale Rows - Data Platform - Metrics certification wave 11,In Progress,initiative,INIT-600,Program Reporting,Scheduled,,Yes,DATA-3010,Data Engineering,DATA,21.0,7.0,23.5,6.5,11.6,33,No,No,2026-08-31,2026-09-28,,,
DATA-3013,DATA-3013,DATA,Scale Rows - Data Platform - Retention model update wave 14,In Progress,initiative,INIT-600,Program Reporting,Scheduled,,Yes,DATA-3013,Data Engineering,DATA,19.0,1.0,14.0,1.5,18.8,5,No,No,2026-09-21,2026-11-09,,,
DATA-3016,DATA-3016,DATA,Scale Rows - Data Platform - Warehouse model refresh wave 17,In Progress,initiative,INIT-600,Program Reporting,Scheduled,,Yes,DATA-3016,Data Engineering,DATA,20.0,4.0,16.5,2.0,6.2,20,No,No,2026-10-12,2026-11-16,,,
DATA-3019,DATA-3019,DATA,Scale Rows - Data Platform - Forecast data mart wave 20,In Progress,initiative,INIT-600,Program Reporting,Scheduled,,Yes,DATA-3019,Data Engineering,DATA,19.0,8.0,19.0,2.5,3.9,42,No,No,2026-05-11,2026-07-06,,,
DATA-3022,DATA-3022,DATA,Scale Rows - Data Platform - Quality rule expansion wave 23,In Progress,initiative,INIT-600,Program Reporting,Scheduled,,Yes,DATA-3022,Data Engineering,DATA,22.0,4.0,23.5,7.0,21.9,18,No,No,2026-06-01,2026-07-13,,,
DATA-3025,DATA-3025,DATA,Scale Rows - Data Platform - Pipeline observability wave 26,In Progress,initiative,INIT-600,Program Reporting,Scheduled,,Yes,DATA-3025,Data Engineering,DATA,19.0,11.0,14.0,8.0,9.1,58,No,No,2026-06-22,2026-07-20,,,
DATA-3028,DATA-3028,DATA,Scale Rows - Data Platform - Streaming ingestion wave 29,In Progress,initiative,INIT-600,Program Reporting,Scheduled,,Yes,DATA-3028,Data Engineering,DATA,21.0,10.0,16.5,9.0,11.2,48,No,No,2026-07-13,2026-08-31,,,
DATA-3031,DATA-3031,DATA,Scale Rows - Data Platform - Analytics contract cleanup wave 32,In Progress,initiative,INIT-600,Program Reporting,Scheduled,,Yes,DATA-3031,Data Engineering,DATA,19.0,4.0,15.5,9.0,28.1,21,No,No,2026-08-03,2026-09-07,,,
DATA-3034,DATA-3034,DATA,Client Walkthrough - Forecast refresh invalid date example,In Progress,initiative,INIT-600,Program Reporting,Scheduled,,Yes,DATA-3034,Data Engineering,DATA,24.0,11.0,23.5,10.0,11.4,46,No,No,2026-08-24,2026-10-19,,,
CORE-1002,CORE-1002,CORE,Client Walkthrough - Access audit completion example,In Progress,initiative,INIT-700,Security Hardening,Scheduled,,Yes,CORE-1002,Core Product Engineering,CORE,21.0,10.0,18.0,3.0,3.8,48,No,No,2026-02-16,2026-03-30,,,
CORE-1006,CORE-1006,CORE,Client Walkthrough - Vendor gateway missing dependency example,To Do,initiative,INIT-700,Security Hardening,Scheduled,,Yes,CORE-1006,Core Product Engineering,CORE,22.0,4.0,15.5,6.5,20.3,18,No,No,2026-03-16,2026-04-20,,,
CORE-1010,CORE-1010,CORE,Scale Rows - Core Product - Notification routing wave 11,In Progress,initiative,INIT-700,Security Hardening,Scheduled,,Yes,CORE-1010,Core Product Engineering,CORE,19.0,4.0,15.5,9.0,28.1,21,No,No,2026-04-13,2026-05-11,,,
CORE-1014,CORE-1014,CORE,Scale Rows - Core Product - Consent preference updates wave 15,In Progress,initiative,INIT-700,Security Hardening,Scheduled,,Yes,CORE-1014,Core Product Engineering,CORE,19.0,7.0,14.5,6.0,10.7,37,No,No,2026-05-11,2026-07-06,,,
CORE-1018,CORE-1018,CORE,Scale Rows - Core Product - Notification routing wave 19,To Do,initiative,INIT-700,Security Hardening,Scheduled,,Yes,CORE-1018,Core Product Engineering,CORE,19.0,11.0,13.5,3.0,3.4,58,No,No,2026-06-08,2026-07-27,,,
CORE-1022,CORE-1022,CORE,Scale Rows - Core Product - Consent preference updates wave 23,In Progress,initiative,INIT-700,Security Hardening,Scheduled,,Yes,CORE-1022,Core Product Engineering,CORE,19.0,8.0,15.5,0.5,0.8,42,No,No,2026-07-06,2026-08-17,,,
CORE-1026,CORE-1026,CORE,Scale Rows - Core Product - Notification routing wave 27,In Progress,initiative,INIT-700,Security Hardening,Scheduled,,Yes,CORE-1026,Core Product Engineering,CORE,19.0,1.0,14.5,5.5,68.8,5,No,No,2026-08-03,2026-09-07,,,
CORE-1030,CORE-1030,CORE,Scale Rows - Core Product - Consent preference updates wave 31,To Do,initiative,INIT-700,Security Hardening,Scheduled,,Yes,CORE-1030,Core Product Engineering,CORE,19.0,4.0,16.5,9.0,28.1,21,No,No,2026-03-09,2026-04-06,,,
CORE-1034,CORE-1034,CORE,Scale Rows - Core Product - Notification routing wave 35,In Progress,initiative,INIT-700,Security Hardening,Scheduled,,Yes,CORE-1034,Core Product Engineering,CORE,19.0,7.0,15.5,6.0,10.7,37,No,No,2026-04-06,2026-06-01,,,
CORE-1038,CORE-1038,CORE,Scale Rows - Core Product - Consent preference updates wave 39,In Progress,initiative,INIT-700,Security Hardening,Scheduled,,Yes,CORE-1038,Core Product Engineering,CORE,19.0,11.0,14.5,3.0,3.4,58,No,No,2026-05-04,2026-06-22,,,
CORE-1042,CORE-1042,CORE,Scale Rows - Core Product - Notification routing wave 43,To Do,initiative,INIT-700,Security Hardening,Scheduled,,Yes,CORE-1042,Core Product Engineering,CORE,19.0,11.0,16.5,5.5,6.2,58,No,No,2026-06-01,2026-07-13,,,
CORE-1046,CORE-1046,CORE,Scale Rows - Core Product - Consent preference updates wave 47,In Progress,initiative,INIT-700,Security Hardening,Scheduled,,Yes,CORE-1046,Core Product Engineering,CORE,19.0,6.0,15.5,9.0,18.8,32,No,No,2026-06-29,2026-08-03,,,
CORE-1007,CORE-1007,CORE,Client Walkthrough - Account settings dependency change example,In Progress,initiative,INIT-800,Integrations Roadmap,Scheduled,,Yes,CORE-1007,Core Product Engineering,CORE,24.0,13.0,18.0,10.5,10.1,54,No,No,2026-03-23,2026-05-04,,,
CORE-1011,CORE-1011,CORE,Scale Rows - Core Product - Session management wave 12,In Progress,initiative,INIT-800,Integrations Roadmap,Scheduled,,Yes,CORE-1011,Core Product Engineering,CORE,20.0,10.0,15.0,5.0,6.2,50,No,No,2026-04-20,2026-05-25,,,
CORE-1015,CORE-1015,CORE,Scale Rows - Core Product - Fraud signal ingestion wave 16,To Do,initiative,INIT-800,Integrations Roadmap,Scheduled,,Yes,CORE-1015,Core Product Engineering,CORE,21.0,4.0,12.5,2.0,6.2,19,No,No,2026-05-18,2026-06-15,,,
CORE-1019,CORE-1019,CORE,Scale Rows - Core Product - Session management wave 20,In Progress,initiative,INIT-800,Integrations Roadmap,Scheduled,,Yes,CORE-1019,Core Product Engineering,CORE,22.0,7.0,16.5,5.5,9.8,32,No,No,2026-06-15,2026-08-10,,,
CORE-1023,CORE-1023,CORE,Scale Rows - Core Product - Fraud signal ingestion wave 24,In Progress,initiative,INIT-800,Integrations Roadmap,Scheduled,,Yes,CORE-1023,Core Product Engineering,CORE,21.0,7.0,15.0,8.0,14.3,33,No,No,2026-07-13,2026-08-31,,,
CORE-1027,CORE-1027,CORE,Scale Rows - Core Product - Session management wave 28,To Do,initiative,INIT-800,Integrations Roadmap,Scheduled,,Yes,CORE-1027,Core Product Engineering,CORE,22.0,11.0,12.5,5.0,5.7,50,No,No,2026-08-10,2026-09-21,,,
CORE-1031,CORE-1031,CORE,Scale Rows - Core Product - Fraud signal ingestion wave 32,In Progress,initiative,INIT-800,Integrations Roadmap,Scheduled,,Yes,CORE-1031,Core Product Engineering,CORE,21.0,10.0,17.5,5.0,6.2,48,No,No,2026-03-16,2026-04-20,,,
CORE-1035,CORE-1035,CORE,Scale Rows - Core Product - Session management wave 36,In Progress,initiative,INIT-800,Integrations Roadmap,Scheduled,,Yes,CORE-1035,Core Product Engineering,CORE,22.0,4.0,15.0,2.0,6.2,18,No,No,2026-04-13,2026-05-11,,,
CORE-1039,CORE-1039,CORE,Scale Rows - Core Product - Fraud signal ingestion wave 40,To Do,initiative,INIT-800,Integrations Roadmap,Scheduled,,Yes,CORE-1039,Core Product Engineering,CORE,24.0,7.0,12.5,5.5,9.8,29,No,No,2026-05-11,2026-07-06,,,
CORE-1043,CORE-1043,CORE,Scale Rows - Core Product - Session management wave 44,In Progress,initiative,INIT-800,Integrations Roadmap,Scheduled,,Yes,CORE-1043,Core Product Engineering,CORE,22.0,7.0,17.5,8.0,14.3,32,No,No,2026-06-08,2026-07-27,,,
CORE-1047,CORE-1047,CORE,Scale Rows - Core Product - Fraud signal ingestion wave 48,In Progress,initiative,INIT-800,Integrations Roadmap,Scheduled,,Yes,CORE-1047,Core Product Engineering,CORE,24.0,11.0,15.0,5.0,5.7,46,No,No,2026-07-06,2026-08-17,,,
